"feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","feature_9","feature_10","feature_11","feature_12","feature_13","feature_14","id","target"
"53.2280822175126","62.45412602621512","37.38038285416055","40.4822456827154","65.98679164045055","64.60501882017294","63.96817677960044","58.909059124160116","70.4043938259314","64.28702516919088","28.658008784903924","29.940417893095844","47.17607556514478","34.908718326260235","0","1"
"42.50981048254145","32.748848929487266","58.36371091158114","57.8230827099179","63.627863658814675","31.389594715151816","31.30933345746588","64.62279760286187","47.77662478526915","25.460898393146806","41.83375341860522","61.97960331069173","50.369111219397524","53.17253914807049","1","1"
"48.03367262257168","27.273582454171564","33.29292244825863","47.63623727775675","57.73192976094278","30.980028241698932","65.6008441844871","33.947728861686116","57.81017223757109","34.23428011560593","33.290643922281426","49.26036935031641","59.61085852625576","30.265161150709808","2","0"
"37.51509381197019","68.36052430166758","48.44703815332516","57.45234558830556","62.821629561438016","42.974671817922555","44.12637866502334","59.57923224308022","40.04589032551175","58.5921063776637","58.865966012099726","50.24554001156192","49.39240477190382","32.21553884410602","3","1"
"51.21525007629739","42.69031003390946","59.425951502255025","25.623058361578607","27.05620370651777","27.917016808046455","53.36846567542199","29.087791001296956","48.829527662778325","50.888573567416984","54.03231282982212","48.17815275477109","27.272424795552407","40.91305753396647","4","1"
"53.6867482906918","68.89212060013472","29.555772154544233","58.7321742845573","58.05973700807744","59.710536045092304","34.726997512424894","45.385357008331866","36.624422450101505","59.249648694252954","47.99805224931039","55.951777425444035","22.805801850802265","59.57011470660349","5","1"
"65.77554985578203","42.391723569022716","62.3192202204818","33.60170062452388","52.45745610623982","45.543918101048625","45.08399725076425","62.15937671798851","38.31166177034478","47.015129231305046","66.62003858904366","40.00570389755366","30.650427085790025","62.66497924580392","6","0"
"59.69135769167243","33.22831192323007","24.371132452058973","46.49165579487841","36.67147748604386","36.70421077021199","37.7692818510092","59.419628603216886","68.60760027340109","32.82601514742086","53.860635980600705","55.122149671081246","59.76056565777437","44.96641606841218","7","1"
"43.56666466468558","34.085928348075576","52.82267106967097","62.96481201651779","27.080666679524583","36.467716874998416","48.64904229219586","35.40158571071355","28.736434336584615","64.41226395307534","61.6926478243717","48.362465141225485","52.113023762634704","49.38793057732003","8","0"
"55.32760537650485","66.15382878145546","45.55662453171386","28.85358124917854","61.06450935876347","50.8284725437115","64.19667693262643","33.92196919519107","60.328729065828455","35.9328271504492","27.383445466284638","43.50101479816338","38.867054311611966","63.6775865251772","9","1"
"50.51078397002271","67.46194139375208","27.8478141329697","54.31087299848664","26.05000299197728","48.48974279958","53.56155669324731","40.868477076909954","37.84101586119077","40.639908305406834","45.40272586793575","40.09283260794444","63.938132066651185","52.4627481637684","10","1"
"55.985914595928904","33.85078164448261","58.05919377146934","48.80299993062198","57.9491913511431","43.73735277433169","37.916600087427334","43.57571080738789","30.13706748849863","62.782831560471074","66.93013978739036","38.98046490795312","35.35871691621297","56.43978583060686","11","1"
"51.30708404644232","51.02609928443127","46.47321870852499","24.97241091950943","64.86801828648231","61.49292867237702","26.83261653351847","63.177628348438944","53.00050051366739","50.42417638757148","47.01917507161849","48.17748468632554","41.56800962013862","42.760854294999604","12","1"
"60.797480541335624","54.650112978807925","43.37522162376442","65.2704972381324","60.8472192279848","37.79763470332631","29.690558281124478","65.28258302382626","65.7628451044778","50.56888017671059","64.68247366123616","49.09498378213979","53.26348221350734","47.76251803293537","13","0"
"45.91640395111482","34.529346476447415","65.97046814357276","65.82267647594807","43.93807229199161","41.47139594724018","62.838787480780745","62.74597748189785","65.85373721563991","52.48615896901896","65.17896762932405","41.00618741237365","53.368149930643725","32.10610958658277","14","1"
"57.80179347439762","52.782863629657726","49.481328672826244","26.09368004387167","59.301903938844326","36.19756187807114","34.684183498049414","53.93263482644731","49.85355294543194","50.443344699560704","66.52769534574581","61.20848160665125","59.01462297322198","43.58049754103225","15","0"
"59.02754477789483","63.80158824517868","43.99847756525904","38.69806090014129","51.69593267821192","39.334789316873945","54.85973153236861","58.53316132849497","58.69135921709093","29.152444153190196","57.83605163257183","61.132471403389815","60.817725995622226","53.48915910846679","16","0"
"28.439373315517436","39.35007485920784","45.75423037427846","31.711859604885532","38.38064184810962","50.29882489406119","43.28693927413029","29.080803092785104","56.397649739969744","53.1882704013631","34.30310714722921","38.06038066388143","65.62985133596534","59.87195630088345","17","1"
"57.552803164843866","29.167497385571107","64.35623773858401","41.90185420929665","62.50149137076329","29.216327201743205","65.92874015399033","42.48625192986425","48.89703133108999","60.666170871078755","44.34845055523863","36.481546234712894","58.78103061976266","56.42856201192277","18","0"
"64.19315259344502","53.969961123430195","55.004708412557775","60.453459277180926","35.88480508513866","39.634374627365","60.89526990313039","63.63991366692234","51.29058628162851","39.50394750341517","66.59026663772981","61.23451025912085","48.16351385787324","59.88551721667288","19","0"
"26.44168028315764","60.69660202244764","50.478819747395114","65.32098080191271","29.66004261343209","37.36426759880017","28.130860688219116","42.098234896790906","64.50726569728457","31.572234581341554","35.28955657377849","53.09385525831886","35.91990573053215","61.19931556824873","20","0"
"51.48365962232271","69.32500487058284","28.356744350549757","36.2097580401059","55.24115072511057","52.82091919681935","67.24445911407521","42.94520675887753","63.09652898943414","53.0068297102507","65.52898470226076","67.61021055515614","27.686862368361258","39.03867920186709","21","1"
"48.06498758534749","33.853127452690615","40.06331949783189","46.86366011292174","28.25555864578278","43.82641991744797","65.92804309936481","46.21644038785913","58.308034027170464","42.35172264210098","36.853848469330444","55.99526426086493","35.44630020664767","34.35402886234865","22","1"
"48.35234166143659","57.015158668169335","28.065015117722403","55.95779845052057","51.950225804033636","59.367222440620566","30.85243569247343","43.1272440364692","64.05330237630376","65.56056511160668","29.930883995068445","66.45633149383224","60.61401436351248","46.52832476780502","23","1"
"50.9135011964556","43.01243939117103","56.57716099930178","58.79715117349641","29.5836744338829","30.211361557885073","50.92783901069524","66.10042056696078","40.66494758036552","40.849982358026345","54.42147455305094","42.793865530121714","35.12603114270721","38.60205118741502","24","0"
"55.50034857770387","28.646854006909454","32.54564929966194","50.64330933453217","46.59140247617938","61.78927138120977","53.95843343261565","46.772315304555875","69.31648807574064","42.38861462900415","35.071110966059","34.18011242378279","28.13664874040337","45.55388188435753","25","0"
"61.63392508978339","40.127081949743044","24.184070337311717","65.79244774345021","59.65801230273278","59.125062106727775","67.0834631291685","49.545816030656546","70.325595411984","40.82886682298533","39.65761454416151","40.25446255535722","36.167939088189996","64.56956498100568","26","0"
"24.085016605632724","60.18694636718149","34.46129166226062","30.26754162221708","62.47016955912679","24.179950505859175","55.15900426343251","65.28813079877172","38.091499957031886","26.56472440109241","60.940257427689396","50.90197658260034","32.53409742018848","52.34306152240308","27","1"
"59.419110457525136","52.75955023674386","39.833006784140466","25.686968644354504","26.188571412063187","61.38363475951795","41.52654725786503","52.61433976936887","30.40372486109802","39.135692332505585","45.663126400217635","41.02476387473931","51.186560987759414","51.88402529381673","28","0"
"54.52792450974135","43.3124301394427","55.11331134658224","29.254739685509954","47.533835994369554","39.05839935182659","40.444897873203466","34.112068193773695","42.67745166618561","57.89432777539528","36.96441804937377","31.9201743062761","61.21899789135523","35.72337462165504","29","1"
"66.15920228186384","60.24116387764543","64.84376082027643","25.673703126188194","62.13410722772549","55.42332317462399","66.31008975709155","29.823259744235997","53.70858694944271","66.14712459808071","64.86180469958298","64.35623160658245","53.9743142581827","40.25305716648948","30","1"
"54.83497656685722","66.53545115737876","29.35993430024312","36.07525943468546","40.835428228256234","60.77613956625544","44.27499162722472","52.42610632911729","59.48469960004451","45.21880477122226","32.77882131704457","29.449533803906085","43.32455472542839","51.382050517474205","31","0"
"44.59022933266438","63.084145760153085","44.36217405776565","31.304690249700208","29.86068798978646","54.22891187107901","52.94802852457414","44.21287702242902","60.9940425284522","63.15855809443351","39.11416120959646","68.2969199591264","47.23086312104165","57.40469446705989","32","0"
"54.5339737033374","66.06214910677306","62.82145738959097","34.13503110946714","26.93251642271454","26.28841368651913","27.780432151382144","31.273993322691837","61.049950841958356","49.87439375515632","64.87916244708948","46.43464398370649","62.12470930353779","51.30742529968031","33","1"
"61.14559849777423","35.996646297415914","33.57985648083562","33.68824339767075","48.09877043965008","63.84218170033941","62.13681219930412","54.76310486387595","44.66297905791644","46.88047962841982","50.58943132080461","35.07906630142402","35.445000107794506","44.140454152568","34","0"
"49.8711097613863","61.10865438176141","30.849372828085905","43.69728824599627","34.193464733397875","33.82465044987882","48.099564712626446","30.222062291900123","60.71424083157304","65.38380914550227","36.93984321211083","46.37407461882594","31.163705712443306","64.77177169917681","35","1"
"31.132526047207755","39.2469709109345","49.982716403555735","39.01487391377639","40.6332521238521","40.19747923895652","29.188604172797643","35.88445870541983","69.97117729205353","52.04580016517678","38.986735960472316","45.07477053724296","59.97702005180738","68.5295965889497","36","0"
"51.298259505673116","59.2035876225409","54.39423084916117","55.814620000669684","55.21629085557659","43.448238197683864","38.665331609826644","47.17439092698659","41.73684295383252","57.08566707859132","39.242157382476734","67.48548841233438","65.32251773025398","40.218563970116506","37","1"
"42.741994387385304","66.34680687276455","43.55533493660293","63.29813093826396","30.640906592882185","63.382030993479276","63.54409895131335","48.36956612971116","53.62446752881507","27.290268058553668","64.54473752379221","45.23449007883298","27.79756510376097","68.5007185406461","38","0"
"41.58908342499715","37.146270674736044","64.83833125655514","38.859129342849485","42.629295871023146","60.22950820545152","29.273595877513966","62.225249867793174","44.0998293467317","26.15564063961397","34.54521501305525","53.662961262616605","41.431395483987686","61.72367726565761","39","1"
"52.82269936194074","39.22271855021482","26.031151821153895","36.09611724688326","46.09725168119385","30.112860543491216","49.72291568841068","25.07744689661081","31.542433029400627","40.52889319975165","36.328042334848","41.427493182617","51.74246994988931","48.885930664623395","40","1"
"26.043582328272567","60.13294427701236","23.4262044083944","63.418373634183546","64.25837394389833","24.3838526222403","69.02295590707242","33.53421642834244","59.00494918649019","39.36430710397696","65.93476797673246","65.06585874290562","38.73710611818235","56.9740738999849","41","0"
"54.882849015043796","54.83988557649006","37.587029138681366","45.59119449768755","35.73340075881996","42.479769620295755","34.255588264967415","54.14070379468487","51.12334661847653","43.21462032771595","25.292027227095247","51.77752321674454","49.43939735402268","65.43940248978319","42","0"
"27.759234951943917","56.782437450082774","27.1246247419816","25.97331312599725","62.28420621240411","57.102929816294065","60.806170044183666","35.71452725729014","46.33899183255785","38.71648756588296","41.528339995012416","40.85760468413161","30.446709557677377","41.695005329543754","43","1"
"62.66898730611592","31.038783960959883","55.644156490668216","28.71161575176702","55.71983214934897","30.77251763158724","48.986365345262435","36.32024644255585","28.612829279311512","37.77045002523532","65.47567440557538","51.34758224032467","43.928061203810884","63.305210926906035","44","0"
"63.70423911207411","28.974840564029535","64.80796149424268","29.9066320630533","32.94637693084547","28.814396998781017","42.78611282098771","40.010242118335555","43.709684534872466","38.95680348247684","62.82594079057557","45.66012363378806","34.293636653710045","52.589180364550685","45","1"
"38.153415140487034","60.96549256887944","36.581986489547006","46.716458666568904","54.70894578126927","47.40973610977535","54.86495648422904","31.501985371163585","58.865511085243426","62.19344734361472","57.53117822134609","58.93719823718998","47.66732517876061","28.05291216322189","46","0"
"43.406100463164485","36.64014171785906","51.33045304468027","55.14212956156222","41.14881287306355","55.57167561302477","59.70584730379294","27.280700894155608","34.68077635339416","25.27379374850069","49.88966607077033","43.411615419797","51.55464550407769","30.124660693282884","47","0"
